r,g
0.4502282218121790,-0.0003690395260755730
0.710886666019229,-0.000582693988540378
0.9715451102262800,-0.0007963484510051830
1.23220355443333,-0.0010100029134699900
1.4928619986403800,-0.0012236573759347900
1.7535204428474300,-0.0014373118383996000
1.9904826648538400,-0.0016315431679130600
2.227444886860250,-0.0018257744974265200
2.394289598912310,0.03902107409925190
2.4783917645916300,0.08813246576672780
2.5389919393998300,0.14545984267262300
2.5640477809070600,0.2028163542779450
2.5774497426434900,0.26837913955521
2.614645042245320,0.33802078275225800
2.628241235311260,0.4117801301349910
2.641546081382930,0.47324463435952200
2.6548994852869800,0.5367582791104200
2.679809653297080,0.5879673691366420
2.692920268039240,0.6412353112557050
2.6942798873458300,0.6986112459939790
2.7074876177527400,0.7559774691657760
2.732737690589490,0.8215305428765660
2.733951636398950,0.8727590560357380
2.7473050403030000,0.9362727007866370
2.760804117704190,1.0059337671166400
2.762552199669810,1.0797028260658400
2.7888219869865,1.188287850830340
2.8023696222200600,1.2599980576867000
2.815771583956500,1.32556084296397
2.829464892687190,1.4034184713994400
2.854812081188700,1.4730698261629600
2.8682140429251200,1.5386326114402300
2.881907351655820,1.6164902398756900
2.8957948917160300,1.7025444304166300
2.9214334272118100,1.7844906283383500
2.9349325046129900,1.85415169466835
2.97178789938817,1.9094493541808300
2.9846557249684400,1.952471593668060
3.0327279790230200,1.9811207147712900
3.0808002330776000,2.009769835874530
3.1396037680878000,1.9912790133048500
3.1626201806351400,1.9625716228027600
3.185393804020590,1.9236185296688400
3.2079246382441500,1.8744197339030800
3.2425949305623000,1.8375060697290500
3.2653199961153700,1.7965038360687600
3.2878508303389300,1.7473050403030000
3.310284548897740,1.69400796348451
3.332718267456540,1.6407108866660200
3.354957754685830,1.579217247742060
3.388996795183060,1.5156647567252600
3.423035835680290,1.4521122657084600
3.4574147810041800,1.402903758376230
3.5151986015344300,1.3413809847528400
3.5490919685345300,1.271681072156940
3.6306691269301700,1.2142371564533400
3.700398174225500,1.1568029523162100
3.7819753326211500,1.0993590366126100
3.863843838011070,1.054209964067200
3.969311449936880,1.0049431873361200
4.098378168398560,0.9515587064193450
4.239001650966300,0.8858696707778960
4.344760609886380,0.8488977372050110
4.45105370496261,0.8344663494221620
4.617267165193750,0.8486743711760710
4.771778187821700,0.8690395260755560
4.93804020588521,0.8852966883558320
5.092648344177920,0.9097601243080510
5.23550548703506,0.938331552879479
5.330873069826160,0.9628435466640770
5.426337768282030,0.9914538215014080
5.509954355637570,1.020073807905220
5.605516169758180,1.05278236379528
5.736428085850250,1.0772652228804500
5.878751092551230,1.0832961056618400
6.032533747693500,1.0729241526658200
6.198455860930370,1.0748373312615300
6.375643391279020,1.0521511119743600
6.517238030494320,1.0274448868602500
6.682626007575020,1.0068175196659200
6.907448771486840,0.9943381567446830
7.179712537632320,0.9838690880839080
7.4638729727105,0.9754394483830240
7.748227639118190,0.9752063707876080
8.009323103816650,0.9934349810624450
8.246430999320190,0.999388171312032
8.554773234922800,1.011430513741870
8.827231232397790,1.0091580071865600
9.064290570068960,1.0130620569097800
9.31295522967855,1.0067106924346900
9.561571331455770,0.9983101874332330
9.786685442361850,0.9981256676701940
9.98786054190541,0.9877148684082740
10.26036709721280,0.9874915023793330
