2.257749999999999702e+00 1.196544548844606197e+03 6.473880687738509550e+03
2.273249999999999993e+00 1.100558508782849003e+03 5.919627340674710467e+03
2.288750000000000284e+00 1.012781512649898445e+03 5.414649213053804488e+03
2.304249999999999687e+00 9.324654419319874705e+02 4.955917778244821420e+03
2.319749999999999979e+00 8.589346162227146806e+02 4.538498337293156510e+03
2.335250000000000270e+00 7.915783669099051849e+02 4.158555005888307278e+03
2.350749999999999673e+00 7.298444142031081583e+02 3.812482030045399370e+03
2.366249999999999964e+00 6.732329561025497924e+02 3.497080255999135716e+03
2.381750000000000256e+00 6.212913889146157089e+02 3.209459905020719816e+03
2.397249999999999659e+00 5.736095881837027264e+02 2.947022301759489892e+03
2.412749999999999950e+00 5.298156873621193199e+02 2.707425381973074309e+03
2.428250000000000242e+00 4.895722992452215863e+02 2.488557900376540147e+03
2.443750000000000089e+00 4.525731312316177082e+02 2.288515170811329426e+03
2.459249999999999936e+00 4.185399512215511209e+02 2.105577808056426420e+03
2.474750000000000227e+00 3.872198659413907080e+02 1.938192685393951024e+03
2.490250000000000075e+00 3.583828778502195291e+02 1.784955973851241652e+03
2.505749999999999922e+00 3.318196906302524667e+02 1.644597995550518135e+03
2.521250000000000213e+00 3.073397366513572706e+02 1.515969695339360442e+03
2.536750000000000060e+00 2.847694027880429530e+02 1.398030547390601441e+03
2.552249999999999908e+00 2.639504336042675163e+02 1.289837737115682103e+03
2.567750000000000199e+00 2.447384932504863002e+02 1.190536479157623262e+03
2.583250000000000046e+00 2.270018694758561537e+02 1.099351338849519834e+03
2.598749999999999893e+00 2.106203049559486828e+02 1.015578480516149057e+03
2.614250000000000185e+00 1.954839423558525482e+02 9.385786977962474111e+02
2.629750000000000032e+00 1.814923723220742602e+02 8.677711090487140382e+02
2.645249999999999879e+00 1.685537738542054740e+02 8.026275437470908400e+02
2.660750000000000171e+00 1.565841368737841606e+02 7.426675124061587212e+02
2.676250000000000018e+00 1.455065590440860603e+02 6.874536601997474463e+02
2.691749999999999865e+00 1.352506093934960063e+02 6.365876816893738805e+02
2.707250000000000156e+00 1.257517520645906757e+02 5.897066413321731488e+02
2.722750000000000004e+00 1.169508242115151404e+02 5.464796591717549745e+02
2.738249999999999851e+00 1.087935626917690684e+02 5.066049231721185606e+02
